seq,is_true,is_ignore,path,x0,x1,y0,y1,col
7,FALSE,FALSE,aachen_000052_000019_leftImg8bit_gF_289.png,1873,1905,-36,60,g
0,FALSE,FALSE,aachen_000053_000019_leftImg8bit_rF_290.png,719,751,413,509,r
1,FALSE,FALSE,aachen_000053_000019_leftImg8bit_rF_291.png,981,1013,408,504,r
2,FALSE,FALSE,aachen_000053_000019_leftImg8bit_rF_292.png,1075,1107,406,502,r
3,TRUE,FALSE,aachen_000053_000019_leftImg8bit_rT_293.png,1013,1045,263,359,r
4,FALSE,FALSE,aachen_000053_000019_leftImg8bit_rF_294.png,1126,1158,407,503,r
5,FALSE,FALSE,aachen_000053_000019_leftImg8bit_rF_295.png,1047,1079,413,509,r
0,TRUE,FALSE,aachen_000054_000019_leftImg8bit_rT_296.png,692,724,259,355,r
1,TRUE,TRUE,aachen_000054_000019_leftImg8bit_ri_297.png,789,821,349,445,r
2,FALSE,FALSE,aachen_000054_000019_leftImg8bit_rF_298.png,259,291,422,518,r
3,FALSE,FALSE,aachen_000054_000019_leftImg8bit_rF_299.png,983,1015,407,503,r
4,FALSE,FALSE,aachen_000054_000019_leftImg8bit_rF_300.png,1070,1102,407,503,r
5,FALSE,FALSE,aachen_000054_000019_leftImg8bit_gF_301.png,101,133,322,418,g
6,FALSE,FALSE,aachen_000054_000019_leftImg8bit_gF_302.png,82,114,321,417,g
0,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_303.png,1120,1152,175,271,g
1,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_304.png,798,830,-44,52,g
2,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_305.png,429,461,27,123,g
3,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_306.png,1166,1198,82,178,g
4,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_307.png,1036,1068,141,237,g
5,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_308.png,443,475,-15,81,g
6,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_309.png,1115,1147,184,280,g
7,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_310.png,1150,1182,194,290,g
8,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_311.png,883,915,-7,89,g
9,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_312.png,855,887,58,154,g
10,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_313.png,1181,1213,113,209,g
11,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_314.png,1086,1118,165,261,g
12,FALSE,FALSE,aachen_000057_000019_leftImg8bit_gF_315.png,1298,1330,15,111,g
0,TRUE,FALSE,aachen_000058_000019_leftImg8bit_rT_316.png,1124,1156,244,340,r
1,FALSE,FALSE,aachen_000058_000019_leftImg8bit_rF_317.png,1322,1354,419,515,r
2,FALSE,FALSE,aachen_000058_000019_leftImg8bit_rF_318.png,1354,1386,422,518,r
3,FALSE,FALSE,aachen_000058_000019_leftImg8bit_rF_319.png,1438,1470,422,518,r
4,TRUE,FALSE,aachen_000058_000019_leftImg8bit_rT_320.png,1019,1051,330,426,r
5,TRUE,FALSE,aachen_000058_000019_leftImg8bit_rT_321.png,1406,1438,228,324,r
6,TRUE,FALSE,aachen_000058_000019_leftImg8bit_rT_322.png,1549,1581,334,430,r
7,FALSE,FALSE,aachen_000058_000019_leftImg8bit_rF_323.png,1286,1318,415,511,r
8,FALSE,FALSE,aachen_000058_000019_leftImg8bit_gF_324.png,1354,1386,399,495,g
0,FALSE,FALSE,aachen_000059_000019_leftImg8bit_rF_325.png,779,811,411,507,r
1,TRUE,FALSE,aachen_000059_000019_leftImg8bit_gT_326.png,986,1018,258,354,g
2,TRUE,FALSE,aachen_000059_000019_leftImg8bit_gT_327.png,1071,1103,325,421,g
0,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_328.png,1229,1261,-62,34,g
1,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_329.png,998,1030,60,156,g
2,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_330.png,1081,1113,345,441,g
3,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_331.png,848,880,388,484,g
4,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_332.png,970,1002,125,221,g
5,FALSE,FALSE,aachen_000060_000019_leftImg8bit_gF_333.png,874,906,115,211,g
0,FALSE,FALSE,aachen_000061_000019_leftImg8bit_rF_334.png,96,128,266,362,r
1,FALSE,FALSE,aachen_000061_000019_leftImg8bit_rF_335.png,880,912,434,530,r
2,FALSE,FALSE,aachen_000061_000019_leftImg8bit_gF_336.png,1736,1768,243,339,g
0,FALSE,FALSE,aachen_000064_000019_leftImg8bit_rF_337.png,934,966,342,438,r
1,FALSE,FALSE,aachen_000064_000019_leftImg8bit_rF_338.png,1559,1591,226,322,r
2,FALSE,FALSE,aachen_000064_000019_leftImg8bit_rF_339.png,394,426,410,506,r
3,TRUE,FALSE,aachen_000064_000019_leftImg8bit_rT_340.png,779,811,195,291,r
4,FALSE,FALSE,aachen_000064_000019_leftImg8bit_gF_341.png,408,440,384,480,g
5,FALSE,FALSE,aachen_000064_000019_leftImg8bit_gF_342.png,266,298,321,417,g
6,FALSE,FALSE,aachen_000064_000019_leftImg8bit_gF_343.png,953,985,298,394,g
0,FALSE,FALSE,aachen_000065_000019_leftImg8bit_rF_344.png,1326,1358,140,236,r
1,FALSE,FALSE,aachen_000065_000019_leftImg8bit_rF_345.png,751,783,409,505,r
2,FALSE,FALSE,aachen_000065_000019_leftImg8bit_rF_346.png,1304,1336,140,236,r
3,FALSE,FALSE,aachen_000065_000019_leftImg8bit_rF_347.png,678,710,409,505,r
4,FALSE,FALSE,aachen_000065_000019_leftImg8bit_gF_348.png,119,151,223,319,g
0,FALSE,FALSE,aachen_000066_000019_leftImg8bit_rF_349.png,920,952,419,515,r
0,TRUE,FALSE,aachen_000067_000019_leftImg8bit_rT_350.png,1046,1078,241,337,r
1,FALSE,FALSE,aachen_000067_000019_leftImg8bit_rF_351.png,952,984,379,475,r
2,TRUE,FALSE,aachen_000067_000019_leftImg8bit_gT_352.png,1150,1182,292,388,g
0,FALSE,FALSE,aachen_000068_000019_leftImg8bit_rF_353.png,999,1031,411,507,r
1,FALSE,FALSE,aachen_000068_000019_leftImg8bit_gF_354.png,1592,1624,215,311,g
0,TRUE,FALSE,aachen_000069_000019_leftImg8bit_gT_355.png,1042,1074,191,287,g
1,TRUE,FALSE,aachen_000069_000019_leftImg8bit_gT_356.png,673,705,315,411,g
2,TRUE,FALSE,aachen_000069_000019_leftImg8bit_gT_357.png,1183,1215,317,413,g
0,TRUE,FALSE,aachen_000070_000019_leftImg8bit_rT_358.png,1150,1182,261,357,r
1,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_359.png,1210,1242,414,510,r
2,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_360.png,1061,1093,434,530,r
3,TRUE,FALSE,aachen_000070_000019_leftImg8bit_rT_361.png,1332,1364,351,447,r
4,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_362.png,992,1024,416,512,r
5,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_363.png,953,985,390,486,r
6,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_364.png,1077,1109,409,505,r
7,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_365.png,1140,1172,414,510,r
8,TRUE,FALSE,aachen_000070_000019_leftImg8bit_rT_366.png,1193,1225,331,427,r
9,FALSE,FALSE,aachen_000070_000019_leftImg8bit_rF_367.png,1004,1036,433,529,r
0,FALSE,FALSE,aachen_000071_000019_leftImg8bit_rF_368.png,544,576,422,518,r
1,TRUE,FALSE,aachen_000071_000019_leftImg8bit_gT_369.png,749,781,291,387,g
2,TRUE,FALSE,aachen_000071_000019_leftImg8bit_gT_370.png,692,724,179,275,g
3,TRUE,FALSE,aachen_000071_000019_leftImg8bit_gT_371.png,973,1005,314,410,g
0,FALSE,FALSE,aachen_000072_000019_leftImg8bit_rF_372.png,606,638,463,559,r
1,TRUE,FALSE,aachen_000072_000019_leftImg8bit_rT_373.png,1014,1046,238,334,r
2,FALSE,FALSE,aachen_000072_000019_leftImg8bit_gF_374.png,1179,1211,323,419,g
3,FALSE,FALSE,aachen_000072_000019_leftImg8bit_gF_375.png,1128,1160,373,469,g
0,FALSE,FALSE,aachen_000073_000019_leftImg8bit_rF_376.png,770,802,423,519,r
1,FALSE,FALSE,aachen_000073_000019_leftImg8bit_rF_377.png,1080,1112,426,522,r
2,FALSE,FALSE,aachen_000073_000019_leftImg8bit_gF_378.png,1258,1290,355,451,g
3,TRUE,FALSE,aachen_000073_000019_leftImg8bit_gT_379.png,1088,1120,255,351,g
4,FALSE,FALSE,aachen_000073_000019_leftImg8bit_gF_380.png,1240,1272,355,451,g
5,TRUE,FALSE,aachen_000073_000019_leftImg8bit_gT_381.png,733,765,277,373,g
0,FALSE,FALSE,aachen_000075_000019_leftImg8bit_rF_382.png,891,923,455,551,r
1,FALSE,FALSE,aachen_000075_000019_leftImg8bit_rF_383.png,900,932,454,550,r
2,FALSE,FALSE,aachen_000075_000019_leftImg8bit_gF_384.png,1551,1583,-29,67,g
3,FALSE,FALSE,aachen_000075_000019_leftImg8bit_gF_385.png,1563,1595,207,303,g
4,FALSE,FALSE,aachen_000075_000019_leftImg8bit_gF_386.png,1567,1599,-5,91,g
0,FALSE,FALSE,aachen_000078_000019_leftImg8bit_rF_387.png,1075,1107,417,513,r
1,FALSE,FALSE,aachen_000078_000019_leftImg8bit_rF_388.png,1089,1121,421,517,r
2,FALSE,FALSE,aachen_000078_000019_leftImg8bit_rF_389.png,1111,1143,386,482,r
0,FALSE,FALSE,aachen_000079_000019_leftImg8bit_gF_390.png,1687,1719,382,478,g
1,TRUE,FALSE,aachen_000079_000019_leftImg8bit_gT_391.png,906,938,415,511,g
2,FALSE,FALSE,aachen_000079_000019_leftImg8bit_gF_392.png,1672,1704,379,475,g
0,FALSE,FALSE,aachen_000081_000019_leftImg8bit_rF_393.png,1641,1673,406,502,r
1,FALSE,FALSE,aachen_000081_000019_leftImg8bit_rF_394.png,768,800,199,295,r
2,TRUE,FALSE,aachen_000081_000019_leftImg8bit_rT_395.png,656,688,317,413,r
0,FALSE,FALSE,aachen_000083_000019_leftImg8bit_rF_396.png,813,845,-22,74,r
1,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_397.png,342,374,-16,80,g
2,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_398.png,1017,1049,-59,37,g
3,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_399.png,338,370,-40,56,g
4,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_400.png,373,405,40,136,g
5,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_401.png,751,783,24,120,g
6,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_402.png,935,967,-36,60,g
7,FALSE,FALSE,aachen_000083_000019_leftImg8bit_gF_403.png,391,423,-60,36,g
0,FALSE,FALSE,aachen_000084_000019_leftImg8bit_rF_404.png,646,678,200,296,r
1,FALSE,FALSE,aachen_000084_000019_leftImg8bit_rF_405.png,1503,1535,224,320,r
2,TRUE,FALSE,aachen_000084_000019_leftImg8bit_rT_406.png,265,297,233,329,r
3,TRUE,FALSE,aachen_000084_000019_leftImg8bit_rT_407.png,1683,1715,267,363,r
4,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_408.png,1503,1535,193,289,g
5,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_409.png,755,787,-25,71,g
6,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_410.png,798,830,-35,61,g
7,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_411.png,604,636,328,424,g
8,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_412.png,869,901,1,97,g
9,FALSE,FALSE,aachen_000084_000019_leftImg8bit_gF_413.png,878,910,3,99,g
0,FALSE,FALSE,aachen_000087_000019_leftImg8bit_gF_414.png,630,662,343,439,g
0,FALSE,FALSE,aachen_000088_000019_leftImg8bit_rF_415.png,1281,1313,345,441,r
1,FALSE,FALSE,aachen_000088_000019_leftImg8bit_gF_416.png,993,1025,-31,65,g
2,FALSE,FALSE,aachen_000088_000019_leftImg8bit_gF_417.png,582,614,94,190,g
3,FALSE,FALSE,aachen_000088_000019_leftImg8bit_gF_418.png,726,758,407,503,g
0,FALSE,FALSE,aachen_000089_000019_leftImg8bit_gF_419.png,1176,1208,-5,91,g
0,FALSE,FALSE,aachen_000091_000019_leftImg8bit_rF_420.png,520,552,425,521,r
0,FALSE,FALSE,aachen_000092_000019_leftImg8bit_rF_421.png,1059,1091,48,144,r
1,FALSE,FALSE,aachen_000092_000019_leftImg8bit_rF_422.png,1358,1390,299,395,r
2,TRUE,FALSE,aachen_000092_000019_leftImg8bit_rT_423.png,1474,1506,343,439,r
3,TRUE,FALSE,aachen_000092_000019_leftImg8bit_rT_424.png,431,463,341,437,r
4,FALSE,FALSE,aachen_000092_000019_leftImg8bit_rF_425.png,1003,1035,437,533,r
5,TRUE,FALSE,aachen_000092_000019_leftImg8bit_gT_426.png,402,434,286,382,g
6,FALSE,FALSE,aachen_000092_000019_leftImg8bit_gF_427.png,1307,1339,358,454,g
0,FALSE,FALSE,aachen_000095_000019_leftImg8bit_rF_428.png,840,872,440,536,r
0,FALSE,FALSE,aachen_000096_000019_leftImg8bit_gF_429.png,986,1018,229,325,g
1,FALSE,FALSE,aachen_000096_000019_leftImg8bit_gF_430.png,991,1023,21,117,g
2,FALSE,FALSE,aachen_000096_000019_leftImg8bit_gF_431.png,956,988,-55,41,g
0,FALSE,FALSE,aachen_000098_000019_leftImg8bit_gF_432.png,1437,1469,391,487,g
0,FALSE,FALSE,aachen_000099_000019_leftImg8bit_rF_433.png,634,666,324,420,r
1,TRUE,FALSE,aachen_000099_000019_leftImg8bit_rT_434.png,1139,1171,257,353,r
2,TRUE,FALSE,aachen_000099_000019_leftImg8bit_gT_435.png,1262,1294,334,430,g
3,TRUE,FALSE,aachen_000099_000019_leftImg8bit_gT_436.png,782,814,348,444,g
4,FALSE,FALSE,aachen_000099_000019_leftImg8bit_gF_437.png,26,58,365,461,g
0,TRUE,FALSE,aachen_000101_000019_leftImg8bit_rT_438.png,248,280,275,371,r
1,FALSE,FALSE,aachen_000101_000019_leftImg8bit_rF_439.png,297,329,429,525,r
2,FALSE,FALSE,aachen_000101_000019_leftImg8bit_rF_440.png,378,410,429,525,r
3,FALSE,FALSE,aachen_000101_000019_leftImg8bit_rF_441.png,264,296,434,530,r
4,FALSE,FALSE,aachen_000101_000019_leftImg8bit_gF_442.png,400,432,333,429,g
5,TRUE,FALSE,aachen_000101_000019_leftImg8bit_gT_443.png,4,36,283,379,g
6,FALSE,FALSE,aachen_000101_000019_leftImg8bit_gF_444.png,388,420,342,438,g
0,FALSE,FALSE,aachen_000102_000019_leftImg8bit_rF_445.png,769,801,363,459,r
1,FALSE,FALSE,aachen_000102_000019_leftImg8bit_gF_446.png,744,776,334,430,g
2,FALSE,FALSE,aachen_000102_000019_leftImg8bit_gF_447.png,756,788,334,430,g
0,FALSE,FALSE,aachen_000104_000019_leftImg8bit_rF_448.png,672,704,428,524,r
1,TRUE,FALSE,aachen_000104_000019_leftImg8bit_rT_449.png,767,799,299,395,r
2,FALSE,FALSE,aachen_000104_000019_leftImg8bit_rF_450.png,714,746,429,525,r
0,FALSE,FALSE,aachen_000105_000019_leftImg8bit_rF_451.png,826,858,419,515,r
1,TRUE,FALSE,aachen_000105_000019_leftImg8bit_gT_452.png,1970,2002,264,360,g
2,FALSE,FALSE,aachen_000105_000019_leftImg8bit_gF_453.png,1139,1171,365,461,g
3,FALSE,FALSE,aachen_000105_000019_leftImg8bit_gF_454.png,1152,1184,365,461,g
4,FALSE,FALSE,aachen_000105_000019_leftImg8bit_gF_455.png,1365,1397,-61,35,g
0,FALSE,FALSE,aachen_000106_000019_leftImg8bit_rF_456.png,1223,1255,421,517,r
1,TRUE,FALSE,aachen_000106_000019_leftImg8bit_rT_457.png,1511,1543,359,455,r
2,FALSE,FALSE,aachen_000106_000019_leftImg8bit_rF_458.png,1270,1302,425,521,r
3,FALSE,FALSE,aachen_000106_000019_leftImg8bit_rF_459.png,1374,1406,239,335,r
4,FALSE,FALSE,aachen_000106_000019_leftImg8bit_rF_460.png,1375,1407,401,497,r
5,FALSE,FALSE,aachen_000106_000019_leftImg8bit_rF_461.png,1412,1444,401,497,r
6,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_462.png,162,194,82,178,g
7,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_463.png,1394,1426,7,103,g
8,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_464.png,562,594,0,96,g
9,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_465.png,894,926,340,436,g
10,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_466.png,530,562,-11,85,g
11,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_467.png,511,543,9,105,g
12,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_468.png,1269,1301,-39,57,g
13,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_469.png,1265,1297,-26,70,g
14,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_470.png,1423,1455,-8,88,g
15,FALSE,FALSE,aachen_000106_000019_leftImg8bit_gF_471.png,1318,1350,274,370,g
16,TRUE,FALSE,aachen_000106_000019_leftImg8bit_gT_472.png,1382,1414,325,421,g
0,FALSE,FALSE,aachen_000107_000019_leftImg8bit_rF_473.png,1121,1153,346,442,r
0,FALSE,FALSE,aachen_000108_000019_leftImg8bit_rF_474.png,831,863,384,480,r
1,FALSE,FALSE,aachen_000108_000019_leftImg8bit_gF_475.png,726,758,116,212,g
0,FALSE,FALSE,aachen_000109_000019_leftImg8bit_rF_476.png,1001,1033,72,168,r
1,FALSE,FALSE,aachen_000109_000019_leftImg8bit_rF_477.png,1131,1163,-4,92,r
2,FALSE,FALSE,aachen_000109_000019_leftImg8bit_rF_478.png,1151,1183,-15,81,r
0,FALSE,FALSE,aachen_000110_000019_leftImg8bit_rF_479.png,873,905,414,510,r
1,FALSE,FALSE,aachen_000110_000019_leftImg8bit_rF_480.png,833,865,416,512,r
0,FALSE,FALSE,aachen_000111_000019_leftImg8bit_rF_481.png,644,676,384,480,r
1,FALSE,FALSE,aachen_000111_000019_leftImg8bit_rF_482.png,715,747,385,481,r
2,FALSE,FALSE,aachen_000111_000019_leftImg8bit_rF_483.png,380,412,295,391,r
3,FALSE,FALSE,aachen_000111_000019_leftImg8bit_gF_484.png,713,745,60,156,g
0,FALSE,FALSE,aachen_000115_000019_leftImg8bit_rF_485.png,1047,1079,446,542,r
0,FALSE,FALSE,aachen_000117_000019_leftImg8bit_rF_486.png,920,952,265,361,r
1,FALSE,FALSE,aachen_000117_000019_leftImg8bit_rF_487.png,779,811,204,300,r
2,FALSE,FALSE,aachen_000117_000019_leftImg8bit_rF_488.png,758,790,270,366,r
3,FALSE,FALSE,aachen_000117_000019_leftImg8bit_rF_489.png,710,742,455,551,r
4,FALSE,FALSE,aachen_000117_000019_leftImg8bit_gF_490.png,1943,1975,184,280,g
5,FALSE,FALSE,aachen_000117_000019_leftImg8bit_gF_491.png,406,438,10,106,g
0,FALSE,FALSE,aachen_000118_000019_leftImg8bit_rF_492.png,814,846,241,337,r
1,FALSE,FALSE,aachen_000118_000019_leftImg8bit_rF_493.png,1545,1577,316,412,r
2,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_494.png,770,802,-61,35,g
3,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_495.png,1522,1554,-49,47,g
4,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_496.png,1494,1526,-20,76,g
5,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_497.png,1482,1514,52,148,g
6,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_498.png,901,933,41,137,g
7,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_499.png,1552,1584,5,101,g
8,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_500.png,695,727,-53,43,g
9,FALSE,FALSE,aachen_000118_000019_leftImg8bit_gF_501.png,872,904,-36,60,g
0,FALSE,FALSE,aachen_000119_000019_leftImg8bit_rF_502.png,1948,1980,213,309,r
1,FALSE,FALSE,aachen_000119_000019_leftImg8bit_rF_503.png,970,1002,410,506,r
2,FALSE,FALSE,aachen_000119_000019_leftImg8bit_rF_504.png,918,950,414,510,r
3,FALSE,FALSE,aachen_000119_000019_leftImg8bit_rF_505.png,1821,1853,174,270,r
4,FALSE,FALSE,aachen_000119_000019_leftImg8bit_rF_506.png,1536,1568,330,426,r
5,FALSE,FALSE,aachen_000119_000019_leftImg8bit_gF_507.png,322,354,306,402,g
6,FALSE,FALSE,aachen_000119_000019_leftImg8bit_gF_508.png,2018,2050,172,268,g
0,TRUE,FALSE,aachen_000120_000019_leftImg8bit_rT_509.png,1027,1059,320,416,r
1,FALSE,FALSE,aachen_000120_000019_leftImg8bit_gF_510.png,1052,1084,420,516,g
0,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_511.png,676,708,436,532,r
1,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_512.png,550,582,420,516,r
2,TRUE,FALSE,aachen_000122_000019_leftImg8bit_rT_513.png,981,1013,210,306,r
3,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_514.png,1047,1079,437,533,r
4,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_515.png,800,832,435,531,r
5,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_516.png,460,492,424,520,r
6,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_517.png,642,674,438,534,r
7,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_518.png,876,908,407,503,r
8,TRUE,FALSE,aachen_000122_000019_leftImg8bit_rT_519.png,1125,1157,325,421,r
9,TRUE,FALSE,aachen_000122_000019_leftImg8bit_rT_520.png,506,538,331,427,r
10,FALSE,FALSE,aachen_000122_000019_leftImg8bit_rF_521.png,911,943,397,493,r
11,FALSE,FALSE,aachen_000122_000019_leftImg8bit_gF_522.png,1062,1094,208,304,g
12,FALSE,FALSE,aachen_000122_000019_leftImg8bit_gF_523.png,1098,1130,131,227,g
13,FALSE,FALSE,aachen_000122_000019_leftImg8bit_gF_524.png,1144,1176,-4,92,g
14,FALSE,FALSE,aachen_000122_000019_leftImg8bit_gF_525.png,1166,1198,14,110,g
15,FALSE,FALSE,aachen_000122_000019_leftImg8bit_gF_526.png,826,858,203,299,g
0,FALSE,FALSE,aachen_000124_000019_leftImg8bit_gF_527.png,859,891,379,475,g
0,TRUE,FALSE,aachen_000125_000019_leftImg8bit_rT_528.png,1206,1238,328,424,r
1,FALSE,FALSE,aachen_000125_000019_leftImg8bit_rF_529.png,768,800,336,432,r
2,FALSE,FALSE,aachen_000125_000019_leftImg8bit_gF_530.png,989,1021,309,405,g
0,FALSE,FALSE,aachen_000126_000019_leftImg8bit_rF_531.png,694,726,441,537,r
1,FALSE,FALSE,aachen_000126_000019_leftImg8bit_rF_532.png,1044,1076,440,536,r
2,FALSE,FALSE,aachen_000126_000019_leftImg8bit_rF_533.png,807,839,441,537,r
3,FALSE,FALSE,aachen_000126_000019_leftImg8bit_rF_534.png,816,848,440,536,r
4,FALSE,FALSE,aachen_000126_000019_leftImg8bit_gF_535.png,1239,1271,76,172,g
5,FALSE,FALSE,aachen_000126_000019_leftImg8bit_gF_536.png,1181,1213,78,174,g
6,FALSE,FALSE,aachen_000126_000019_leftImg8bit_gF_537.png,1221,1253,111,207,g
0,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_538.png,290,322,242,338,r
1,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_539.png,658,690,461,557,r
2,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_540.png,959,991,247,343,r
3,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_541.png,874,906,462,558,r
4,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_542.png,290,322,432,528,r
5,FALSE,FALSE,aachen_000127_000019_leftImg8bit_rF_543.png,477,509,432,528,r
6,FALSE,FALSE,aachen_000127_000019_leftImg8bit_gF_544.png,239,271,211,307,g
0,FALSE,FALSE,aachen_000128_000019_leftImg8bit_rF_545.png,938,970,429,525,r
1,TRUE,FALSE,aachen_000128_000019_leftImg8bit_rT_546.png,897,929,354,450,r
2,FALSE,FALSE,aachen_000128_000019_leftImg8bit_rF_547.png,783,815,411,507,r
3,FALSE,FALSE,aachen_000128_000019_leftImg8bit_rF_548.png,1053,1085,431,527,r
4,FALSE,FALSE,aachen_000128_000019_leftImg8bit_rF_549.png,866,898,412,508,r
5,TRUE,FALSE,aachen_000128_000019_leftImg8bit_rT_550.png,975,1007,255,351,r
6,TRUE,FALSE,aachen_000128_000019_leftImg8bit_rT_551.png,1002,1034,310,406,r
0,FALSE,FALSE,aachen_000129_000019_leftImg8bit_gF_552.png,1167,1199,-9,87,g
0,FALSE,FALSE,aachen_000130_000019_leftImg8bit_gF_553.png,891,923,130,226,g
0,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_554.png,843,875,435,531,r
1,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_555.png,38,70,449,545,r
2,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_556.png,1047,1079,432,528,r
3,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_557.png,134,166,438,534,r
4,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_558.png,939,971,431,527,r
5,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_559.png,54,86,434,530,r
6,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_560.png,1080,1112,414,510,r
7,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_561.png,208,240,425,521,r
8,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_562.png,644,676,406,502,r
9,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_563.png,1182,1214,439,535,r
10,FALSE,FALSE,aachen_000131_000019_leftImg8bit_rF_564.png,-14,18,452,548,r
11,TRUE,FALSE,aachen_000131_000019_leftImg8bit_rT_565.png,653,685,334,430,r
12,FALSE,FALSE,aachen_000131_000019_leftImg8bit_gF_566.png,1215,1247,391,487,g
13,TRUE,TRUE,aachen_000131_000019_leftImg8bit_gi_567.png,661,693,329,425,g
14,FALSE,FALSE,aachen_000131_000019_leftImg8bit_gF_568.png,184,216,394,490,g
15,TRUE,TRUE,aachen_000131_000019_leftImg8bit_gi_569.png,1061,1093,314,410,g
16,FALSE,FALSE,aachen_000131_000019_leftImg8bit_gF_570.png,566,598,341,437,g
17,FALSE,FALSE,aachen_000131_000019_leftImg8bit_gF_571.png,655,687,372,468,g
0,FALSE,FALSE,aachen_000132_000019_leftImg8bit_rF_572.png,1383,1415,435,531,r
1,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_573.png,324,356,420,516,g
2,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_574.png,584,616,48,144,g
3,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_575.png,1183,1215,-59,37,g
4,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_576.png,1557,1589,-2,94,g
5,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_577.png,1541,1573,-29,67,g
6,FALSE,FALSE,aachen_000132_000019_leftImg8bit_gF_578.png,1569,1601,2,98,g
